Clt,Joueur,Nation,Pos,Équipe,Comp,Âge,Naissance,90,Buts,Tirs,TC,TC%,Tir/90,TC/90,B/Tir,B/TC,Dist,CF,PénM,PénT,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matchs
749,Alessandro Florenzi\e288d4b3,it ITA,DFAT,Milan,it Serie A,30-288,1991,7.3,1,10,1,10.0,1.37,0.14,0.10,1.00,22.3,1,0,0,0.3,0.3,0.03,+0.7,+0.7,Matchs
750,Phil Foden\ed1e53f3,eng ENG,AT,Manchester City,eng Premier League,21-210,2000,9.0,4,26,12,46.2,2.89,1.33,0.15,0.33,14.3,0,0,0,4.5,4.5,0.18,-0.5,-0.5,Matchs
751,Mamadou Fofana\4c4ffacc,ml MLI,DF,Metz,fr Ligue 1,23-337,1998,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matchs
752,Seko Fofana\5313ed43,ci CIV,MT,Lens,fr Ligue 1,26-231,1995,18.8,5,53,19,35.8,2.81,1.01,0.09,0.26,19.7,0,0,0,4.9,4.9,0.09,+0.1,+0.1,Matchs
753,Youssouf Fofana\822d51d7,fr FRA,MT,Monaco,fr Ligue 1,22-348,1999,10.1,0,12,3,25.0,1.19,0.30,0.00,0.00,24.4,0,0,0,0.4,0.4,0.03,-0.4,-0.4,Matchs
754,Thomas Foket\90eb507d,be BEL,DF,Reims,fr Ligue 1,27-090,1994,12.6,1,3,1,33.3,0.24,0.08,0.33,1.00,11.3,0,0,0,0.2,0.2,0.07,+0.8,+0.8,Matchs
755,Thomas Fontaine\9f90c06b,mg MAD,DF,Lorient,fr Ligue 1,30-230,1991,1.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matchs
756,José Fontán\1827a42d,es ESP,DF,Celta Vigo,es La Liga,21-316,2000,2.0,0,1,0,0.0,0.51,0.00,0.00,,13.0,0,0,0,0.1,0.1,0.13,-0.1,-0.1,Matchs
757,José Fonte\90f87966,pt POR,DF,Lille,fr Ligue 1,38-002,1983,19.0,0,8,2,25.0,0.42,0.11,0.00,0.00,10.1,0,0,0,0.6,0.6,0.08,-0.6,-0.6,Matchs
758,Fernando Forestieri\d60c26fc,it ITA,ATMT,Udinese,it Serie A,31-343,1990,0.6,2,3,2,66.7,4.66,3.10,0.67,1.00,13.2,1,0,0,1.0,1.0,0.32,+1.0,+1.0,Matchs
759,Pablo Fornals\82927de4,es ESP,ATMT,West Ham,eng Premier League,25-305,1996,14.6,4,23,8,34.8,1.58,0.55,0.17,0.50,17.9,0,0,0,2.9,2.9,0.13,+1.1,+1.1,Matchs
760,Emil Forsberg\9a2e0ccc,se SWE,MTAT,RB Leipzig,de Bundesliga,30-062,1991,10.3,4,27,7,25.9,2.63,0.68,0.04,0.14,19.2,2,3,3,5.6,3.3,0.12,-1.6,-2.3,Matchs
761,Adam Forshaw\9f1938ab,eng ENG,MT,Leeds United,eng Premier League,30-077,1991,8.2,0,7,2,28.6,0.85,0.24,0.00,0.00,28.9,1,0,0,0.2,0.2,0.02,-0.2,-0.2,Matchs
762,Marcus Forss\82c215a0,fi FIN,ATMT,Brentford,eng Premier League,22-189,1999,2.2,0,4,0,0.0,1.83,0.00,0.00,,12.9,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matchs
763,Philipp Förster\76fa965f,de GER,ATMT,Stuttgart,de Bundesliga,26-323,1995,8.2,2,22,5,22.7,2.69,0.61,0.09,0.40,17.6,1,0,0,2.1,2.1,0.10,-0.1,-0.1,Matchs
764,Francesco Forte\69e11a01,it ITA,AT,Venezia,it Serie A,28-237,1993,4.7,1,11,2,18.2,2.35,0.43,0.09,0.50,9.9,0,0,0,1.0,1.0,0.09,0.0,0.0,Matchs
765,Steven Fortes\574aa9ec,cv CPV,DF,Lens,fr Ligue 1,29-251,1992,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matchs
766,Ben Foster\d0b3ceb9,eng ENG,GB,Watford,eng Premier League,38-265,1983,8.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matchs
767,Dimitri Foulquier\45e17712,fr FRA,DF,Granada,es La Liga,28-276,1993,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matchs
768,Dimitri Foulquier\45e17712,fr FRA,DF,Valencia,es La Liga,28-276,1993,12.2,0,5,2,40.0,0.41,0.16,0.00,0.00,17.7,0,0,0,0.4,0.4,0.09,-0.4,-0.4,Matchs
769,Juan Foyth\6c7762c3,ar ARG,DF,Villarreal,es La Liga,23-346,1998,12.5,0,2,0,0.0,0.16,0.00,0.00,,17.0,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matchs
770,Raphael Framberger\626fab5f,de GER,DFMT,Augsburg,de Bundesliga,26-109,1995,5.0,0,1,0,0.0,0.20,0.00,0.00,,20.4,0,0,0,0.0,0.0,0.03,0.0,0.0,Matchs
771,Przemysław Frankowski\00a8d210,pl POL,DF,Lens,fr Ligue 1,26-256,1995,16.5,4,23,9,39.1,1.39,0.55,0.17,0.44,17.1,0,0,0,2.0,2.0,0.09,+2.0,+2.0,Matchs
772,Enric Franquesa\40883e3a,es ESP,DF,Levante,es La Liga,24-301,1997,4.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matchs
773,Fransérgio\deba6b05,br BRA,MT,Bordeaux,fr Ligue 1,31-067,1990,8.4,0,8,2,25.0,0.95,0.24,0.00,0.00,23.8,1,0,0,0.8,0.8,0.10,-0.8,-0.8,Matchs
774,Ryan Fraser\d56543a0,sct SCO,MT,Newcastle Utd,eng Premier League,27-303,1994,5.9,0,6,0,0.0,1.02,0.00,0.00,,18.6,0,0,0,0.5,0.5,0.08,-0.5,-0.5,Matchs
775,Davide Frattesi\2a7d27c1,it ITA,MT,Sassuolo,it Serie A,22-063,1999,17.4,4,30,11,36.7,1.72,0.63,0.13,0.36,17.3,0,0,0,3.4,3.4,0.11,+0.6,+0.6,Matchs
776,Fred\b853e0ad,br BRA,MT,Manchester Utd,eng Premier League,28-294,1993,12.4,2,8,5,62.5,0.64,0.40,0.25,0.40,22.8,0,0,0,0.5,0.5,0.07,+1.5,+1.5,Matchs
777,Ryan Fredericks\c067631c,eng ENG,DF,West Ham,eng Premier League,29-075,1992,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matchs
778,Remo Freuler\98d2c2c4,ch SUI,MT,Atalanta,it Serie A,29-253,1992,13.0,1,5,2,40.0,0.38,0.15,0.20,0.50,20.9,0,0,0,0.3,0.3,0.05,+0.7,+0.7,Matchs
779,Marvin Friedrich\b77f44a4,de GER,DF,Union Berlin,de Bundesliga,26-011,1995,12.0,0,13,4,30.8,1.08,0.33,0.00,0.00,13.3,0,0,0,1.1,1.1,0.08,-1.1,-1.1,Matchs
780,Jeremie Frimpong\74f2e748,nl NED,DF,Leverkusen,de Bundesliga,21-014,2000,15.4,1,6,2,33.3,0.39,0.13,0.17,0.50,21.1,0,0,0,0.3,0.3,0.05,+0.7,+0.7,Matchs
781,Jorge de Frutos\38ce1150,es ESP,MTAT,Levante,es La Liga,24-307,1997,12.5,2,27,8,29.6,2.17,0.64,0.07,0.25,15.4,0,0,0,4.0,4.0,0.15,-2.0,-2.0,Matchs
782,Chris Führich\0cf778df,de GER,ATDF,Stuttgart,de Bundesliga,23-349,1998,4.7,1,4,3,75.0,0.86,0.64,0.25,0.33,19.7,0,0,0,0.3,0.3,0.07,+0.7,+0.7,Matchs
783,Angelo Fulgini\4b96c347,fr FRA,MTAT,Angers,fr Ligue 1,25-126,1996,16.3,3,34,10,29.4,2.08,0.61,0.09,0.30,15.1,1,0,0,4.3,4.3,0.13,-1.3,-1.3,Matchs
784,Marius Funk\86314793,de GER,GB,Greuther Fürth,de Bundesliga,25-357,1996,8.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matchs
785,Stephan Fürstner\18c2e247,de GER,MT,Mainz 05,de Bundesliga,34-104,1987,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matchs
786,Matteo Gabbia\c235e803,it ITA,DF,Milan,it Serie A,22-064,1999,2.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matchs
787,Manolo Gabbiadini\8f866fe8,it ITA,ATMT,Sampdoria,it Serie A,30-028,1991,8.5,5,32,17,53.1,3.75,1.99,0.16,0.29,18.1,2,0,0,3.0,3.0,0.09,+2.0,+2.0,Matchs
788,Mijat Gaćinović\16daec92,rs SRB,ATDF,Hoffenheim,de Bundesliga,26-319,1995,1.2,0,1,0,0.0,0.82,0.00,0.00,,11.0,0,0,0,0.3,0.3,0.25,-0.3,-0.3,Matchs
789,Gianluca Gaetano\3b387cc7,it ITA,MT,Napoli,it Serie A,21-233,2000,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matchs
790,Roberto Gagliardini\ce30bfc8,it ITA,MT,Inter,it Serie A,27-261,1994,3.7,2,6,3,50.0,1.61,0.81,0.33,0.67,15.5,0,0,0,0.8,0.8,0.14,+1.2,+1.2,Matchs
791,Riccardo Gagliolo\173061c0,se SWE,DF,Salernitana,it Serie A,31-240,1990,9.8,0,8,1,12.5,0.81,0.10,0.00,0.00,16.8,0,0,0,0.8,0.8,0.10,-0.8,-0.8,Matchs
792,Javi Galán\a4b00319,es ESP,DF,Celta Vigo,es La Liga,27-035,1994,17.6,0,9,2,22.2,0.51,0.11,0.00,0.00,27.5,1,0,0,0.2,0.2,0.02,-0.2,-0.2,Matchs
793,Iñigo Ruiz de Galarreta\91f7631f,es ESP,MT,Mallorca,es La Liga,28-140,1993,10.8,0,8,3,37.5,0.74,0.28,0.00,0.00,21.8,0,0,0,0.5,0.5,0.06,-0.5,-0.5,Matchs
794,Nicolas Galazzi\a796492f,it ITA,DF,Venezia,it Serie A,21-006,2000,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matchs
795,Pablo Galdames Millán\dd403465,cl CHI,MT,Genoa,it Serie A,24-359,1996,2.9,0,5,2,40.0,1.74,0.69,0.00,0.00,22.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matchs
796,Thiago Galhardo\766f48dd,br BRA,ATMT,Celta Vigo,es La Liga,32-157,1989,5.2,0,12,4,33.3,2.29,0.76,0.00,0.00,10.2,0,0,0,1.2,1.2,0.10,-1.2,-1.2,Matchs
797,Conor Gallagher\c2731c10,eng ENG,MT,Crystal Palace,eng Premier League,21-321,2000,15.6,6,34,14,41.2,2.18,0.90,0.18,0.43,16.3,3,0,0,3.6,3.6,0.11,+2.4,+2.4,Matchs
798,Gauthier Gallon\db3164e1,fr FRA,GB,Troyes,fr Ligue 1,28-245,1993,19.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matchs
799,Cristian Gamboa\f27680d9,cr CRC,DF,Bochum,de Bundesliga,32-061,1989,5.3,0,1,0,0.0,0.19,0.00,0.00,,28.8,0,0,0,0.0,0.0,0.01,0.0,0.0,Matchs
800,Kévin Gameiro\42276181,fr FRA,ATMT,Strasbourg,fr Ligue 1,34-229,1987,10.3,4,19,6,31.6,1.85,0.58,0.16,0.50,16.5,0,1,2,4.6,3.1,0.16,-0.6,-0.1,Matchs
801,Idrissa Gana Gueye\72c812f3,sn SEN,MT,Paris S-G,fr Ligue 1,32-089,1989,12.1,3,15,4,26.7,1.24,0.33,0.20,0.75,22.0,0,0,0,1.0,1.0,0.07,+2.0,+2.0,Matchs
802,Ignatius Ganago\23c63b7f,cm CMR,AT,Lens,fr Ligue 1,22-311,1999,6.6,3,17,7,41.2,2.59,1.07,0.18,0.43,14.2,0,0,0,2.3,2.3,0.14,+0.7,+0.7,Matchs
803,Silvère Ganvoula M'Boussy\6c731625,cg CGO,AT,Bochum,de Bundesliga,25-185,1996,1.7,0,5,2,40.0,2.94,1.18,0.00,0.00,10.5,0,0,0,1.2,1.2,0.24,-1.2,-1.2,Matchs
804,Álvaro García\90bbd822,es ESP,ATMT,Rayo Vallecano,es La Liga,29-058,1992,16.3,5,37,13,35.1,2.27,0.80,0.14,0.38,15.9,0,0,0,3.6,3.6,0.10,+1.4,+1.4,Matchs
805,Dani García\240d3a0b,es ESP,MT,Athletic Club,es La Liga,31-214,1990,15.0,0,9,1,11.1,0.60,0.07,0.00,0.00,18.9,0,0,0,0.7,0.7,0.08,-0.7,-0.7,Matchs
806,David García\3e42f707,es ESP,DF,Osasuna,es La Liga,27-313,1994,17.0,3,14,3,21.4,0.82,0.18,0.21,1.00,13.2,0,0,0,0.7,0.7,0.05,+2.3,+2.3,Matchs
807,Eric García\2bed3eab,es ESP,DF,Barcelona,es La Liga,20-349,2001,12.2,0,3,2,66.7,0.25,0.16,0.00,0.00,16.3,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matchs
808,Francisco Garcia\7226539b,es ESP,DF,Rayo Vallecano,es La Liga,22-132,1999,18.0,0,12,4,33.3,0.67,0.22,0.00,0.00,22.4,0,0,0,0.5,0.5,0.04,-0.5,-0.5,Matchs
809,Manu García\6ed1a2a2,es ESP,MT,Alavés,es La Liga,23-356,1998,6.6,0,4,0,0.0,0.61,0.00,0.00,,21.6,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matchs
810,Raúl García\b418dbd4,es ESP,AT,Athletic Club,es La Liga,35-166,1986,11.2,3,27,7,25.9,2.41,0.62,0.11,0.43,16.0,0,0,1,3.7,2.9,0.11,-0.7,+0.1,Matchs
811,Rubén García\5c96b017,es ESP,ATMT,Osasuna,es La Liga,28-163,1993,12.9,0,15,5,33.3,1.16,0.39,0.00,0.00,21.7,1,0,1,1.5,0.8,0.05,-1.5,-0.8,Matchs
812,Saúl García\dafa5038,es ESP,AT,Alavés,es La Liga,27-045,1994,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matchs
813,Unai García\4a633cfe,es ESP,DF,Osasuna,es La Liga,29-324,1992,12.2,0,7,0,0.0,0.57,0.00,0.00,,16.5,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matchs
814,Mario Gaspar\fb5d47b3,es ESP,DF,Villarreal,es La Liga,31-030,1990,2.8,0,2,0,0.0,0.70,0.00,0.00,,13.9,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matchs
815,Johan Gastien\868eaba0,fr FRA,MT,Clermont Foot,fr Ligue 1,33-333,1988,13.6,0,11,4,36.4,0.81,0.29,0.00,0.00,21.6,0,0,0,0.5,0.5,0.04,-0.5,-0.5,Matchs
816,Dwight Gayle\e58a03c6,eng ENG,AT,Newcastle Utd,eng Premier League,31-068,1990,0.3,0,1,0,0.0,3.91,0.00,0.00,,9.0,0,0,0,0.0,0.0,0.05,0.0,0.0,Matchs
817,Jean-Philippe Gbamin\6bd603db,ci CIV,MT,Everton,eng Premier League,26-090,1995,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matchs
818,David de Gea\7ba6d84e,es ESP,GB,Manchester Utd,eng Premier League,31-047,1990,16.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matchs
819,Linus Gechter\ad2b068c,de GER,DF,Hertha BSC,de Bundesliga,17-300,2004,1.5,0,1,0,0.0,0.65,0.00,0.00,,8.0,0,0,0,0.1,0.1,0.12,-0.1,-0.1,Matchs
820,Dennis Geiger\37f606f0,de GER,MT,Hoffenheim,de Bundesliga,23-197,1998,8.9,2,11,2,18.2,1.24,0.23,0.18,1.00,17.3,0,0,0,0.7,0.7,0.07,+1.3,+1.3,Matchs
821,Joe Gelhardt\01962d0d,eng ENG,AT,Leeds United,eng Premier League,19-234,2002,3.0,1,8,4,50.0,2.63,1.31,0.13,0.25,14.4,0,0,0,1.0,1.0,0.13,0.0,0.0,Matchs
822,Yannick Gerhardt\62ab9184,de GER,DFMT,Wolfsburg,de Bundesliga,27-286,1994,7.0,0,5,0,0.0,0.71,0.00,0.00,,16.3,0,0,0,0.4,0.4,0.08,-0.4,-0.4,Matchs
823,Valère Germain\ea0ff634,fr FRA,AT,Montpellier,fr Ligue 1,31-251,1990,10.8,4,16,12,75.0,1.49,1.11,0.25,0.33,11.4,0,0,0,2.6,2.6,0.16,+1.4,+1.4,Matchs
824,Gerson\8827bf46,br BRA,MTDF,Marseille,fr Ligue 1,24-218,1997,11.3,3,12,6,50.0,1.07,0.53,0.25,0.50,14.6,0,0,0,2.4,2.4,0.20,+0.6,+0.6,Matchs
825,Willem Geubbels\9836e892,fr FRA,ATMT,Nantes,fr Ligue 1,20-130,2001,2.2,0,3,0,0.0,1.39,0.00,0.00,,13.2,0,0,0,0.3,0.3,0.10,-0.3,-0.3,Matchs
826,Hamadi Al Ghaddioui\5723931e,ma MAR,AT,Stuttgart,de Bundesliga,31-093,1990,5.5,2,12,4,33.3,2.17,0.72,0.17,0.50,11.3,0,0,0,1.5,1.5,0.13,+0.5,+0.5,Matchs
827,Anwar El Ghazi\ffa90327,nl NED,ATMT,Aston Villa,eng Premier League,26-235,1995,4.1,1,6,1,16.7,1.46,0.24,0.00,0.00,21.0,0,1,1,1.0,0.3,0.05,0.0,-0.3,Matchs
828,Paolo Ghiglione\71dc23da,it ITA,DF,Genoa,it Serie A,24-325,1997,6.7,0,8,4,50.0,1.20,0.60,0.00,0.00,18.3,0,0,0,0.8,0.8,0.10,-0.8,-0.8,Matchs
829,Saman Ghoddos\f7b1d4e0,ir IRN,MTAT,Brentford,eng Premier League,28-109,1993,3.1,1,7,2,28.6,2.27,0.65,0.14,0.50,19.3,1,0,0,0.6,0.6,0.09,+0.4,+0.4,Matchs
830,Faouzi Ghoulam\c5adc293,dz ALG,DFAT,Napoli,it Serie A,30-326,1991,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matchs
831,Dimitris Giannoulis\112c495e,gr GRE,DF,Norwich City,eng Premier League,26-068,1995,5.4,0,2,1,50.0,0.37,0.18,0.00,0.00,19.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matchs
832,Morgan Gibbs-White\32f60ed8,eng ENG,ATMT,Wolves,eng Premier League,21-331,2000,0.1,0,2,0,0.0,20.00,0.00,0.00,,16.2,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matchs
833,Ben Gibson\bcfb0142,eng ENG,DF,Norwich City,eng Premier League,28-343,1993,12.7,0,6,3,50.0,0.47,0.24,0.00,0.00,10.2,0,0,0,1.1,1.1,0.18,-1.1,-1.1,Matchs
834,Niko Gießelmann\7242b495,de GER,DF,Union Berlin,de Bundesliga,30-089,1991,14.8,3,17,9,52.9,1.15,0.61,0.18,0.33,14.8,0,0,0,1.8,1.8,0.11,+1.2,+1.2,Matchs
835,Rafał Gikiewicz\17376543,pl POL,GB,Augsburg,de Bundesliga,34-059,1987,17.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matchs
836,Óscar Gil\6652cf96,es ESP,DF,Espanyol,es La Liga,24-242,1997,8.3,0,4,0,0.0,0.48,0.00,0.00,,23.9,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matchs
837,Billy Gilmour\df10e27c,sct SCO,MT,Norwich City,eng Premier League,20-196,2001,9.7,0,6,1,16.7,0.62,0.10,0.00,0.00,22.6,1,0,0,0.3,0.3,0.05,-0.3,-0.3,Matchs
838,Daniel Ginczek\e5f63987,de GER,MTAT,Wolfsburg,de Bundesliga,30-255,1991,0.1,0,1,1,100.0,6.92,6.92,0.00,0.00,17.0,0,0,0,0.1,0.1,0.11,-0.1,-0.1,Matchs
839,Matthias Ginter\f521b80a,de GER,DF,M'Gladbach,de Bundesliga,27-339,1994,14.7,0,21,9,42.9,1.43,0.61,0.00,0.00,14.5,1,0,0,1.5,1.5,0.07,-1.5,-1.5,Matchs
840,Nicholas Gioacchini\79ab7593,us USA,ATMT,Montpellier,fr Ligue 1,21-152,2000,3.1,0,6,1,16.7,1.93,0.32,0.00,0.00,6.6,0,0,0,0.7,0.7,0.11,-0.7,-0.7,Matchs
841,Jimmy Giraudon\6ba71da5,fr FRA,DF,Troyes,fr Ligue 1,29-342,1992,17.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matchs
842,Andrei Girotto\3befc2b6,br BRA,MTDF,Nantes,fr Ligue 1,29-310,1992,18.4,3,26,3,11.5,1.42,0.16,0.12,1.00,15.3,1,0,0,1.4,1.4,0.05,+1.6,+1.6,Matchs
843,Olivier Giroud\16ceb862,fr FRA,AT,Milan,it Serie A,35-085,1986,6.8,4,10,5,50.0,1.48,0.74,0.30,0.60,8.4,0,1,1,3.1,2.3,0.23,+0.9,+0.7,Matchs
844,Serge Gnabry\88e357ef,de GER,AT,Bayern Munich,de Bundesliga,26-163,1995,10.6,9,35,16,45.7,3.32,1.52,0.26,0.56,15.4,0,0,0,5.1,5.1,0.15,+3.9,+3.9,Matchs
845,Ben Godfrey\9f7c837d,eng ENG,DF,Everton,eng Premier League,23-343,1998,13.5,0,12,4,33.3,0.89,0.30,0.00,0.00,18.3,0,0,0,0.9,0.9,0.07,-0.9,-0.9,Matchs
846,Diego Godín\fc4f85b1,uy URU,DF,Cagliari,it Serie A,35-311,1986,9.1,0,7,0,0.0,0.77,0.00,0.00,,10.0,0,0,0,0.5,0.5,0.07,-0.5,-0.5,Matchs
847,Edoardo Goldaniga\4b029b31,it ITA,MTDF,Sassuolo,it Serie A,28-052,1993,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matchs
848,Aleksandr Golovin\3708e9fa,ru RUS,ATMT,Monaco,fr Ligue 1,25-208,1996,7.7,2,13,5,38.5,1.68,0.65,0.15,0.40,20.1,1,0,0,1.6,1.6,0.12,+0.4,+0.4,Matchs
849,André Gomes\1961b2aa,pt POR,MT,Everton,eng Premier League,28-147,1993,2.8,0,10,2,20.0,3.57,0.71,0.00,0.00,21.0,0,0,0,0.6,0.6,0.06,-0.6,-0.6,Matchs
850,Angel Gomes\645a3363,eng ENG,MT,Lille,fr Ligue 1,21-115,2000,4.9,0,3,0,0.0,0.61,0.00,0.00,,20.5,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matchs
851,Dani Gómez\0e5ddc7c,es ESP,AT,Levante,es La Liga,23-147,1998,4.9,0,8,5,62.5,1.64,1.03,0.00,0.00,17.1,0,0,0,0.7,0.7,0.09,-0.7,-0.7,Matchs
852,Joe Gomez\7a11550b,eng ENG,DF,Liverpool,eng Premier League,24-215,1997,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matchs
853,Maxi Gómez\4c2e9442,uy URU,AT,Valencia,es La Liga,25-132,1996,10.7,2,19,3,15.8,1.77,0.28,0.11,0.67,18.4,3,0,0,2.2,2.2,0.12,-0.2,-0.2,Matchs
854,Moi Gómez\5a626448,es ESP,MTAT,Villarreal,es La Liga,27-184,1994,6.5,0,6,1,16.7,0.92,0.15,0.00,0.00,15.4,0,0,0,0.6,0.6,0.10,-0.6,-0.6,Matchs
855,Papu Gómez\6e4df551,ar ARG,ATMT,Sevilla,es La Liga,33-312,1988,8.8,2,10,4,40.0,1.14,0.46,0.20,0.50,22.3,0,0,0,0.5,0.5,0.05,+1.5,+1.5,Matchs
856,Sergi Gómez\bc6f5f06,es ESP,DF,Espanyol,es La Liga,29-271,1992,16.7,1,5,2,40.0,0.30,0.12,0.20,0.50,10.0,0,0,0,0.9,0.9,0.19,+0.1,+0.1,Matchs
857,Alfred Gomis\cecbce23,sn SEN,GB,Rennes,fr Ligue 1,28-110,1993,18.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matchs
858,Maxime Gonalons\b8c1de25,fr FRA,MT,Granada,es La Liga,32-289,1989,11.0,0,5,1,20.0,0.46,0.09,0.00,0.00,20.8,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matchs
859,Vagner Gonçalves\743fd71f,cv CPV,MTAT,Metz,fr Ligue 1,25-348,1996,1.0,0,1,1,100.0,1.05,1.05,0.00,0.00,6.3,0,0,0,0.3,0.3,0.26,-0.3,-0.3,Matchs
860,Cedric Gondo\ff37d2ef,ci CIV,AT,Salernitana,it Serie A,25-029,1996,6.0,1,16,7,43.8,2.65,1.16,0.06,0.14,15.2,0,0,0,1.3,1.3,0.08,-0.3,-0.3,Matchs
861,Álvaro González\42dcf26d,es ESP,DF,Marseille,fr Ligue 1,31-350,1990,5.0,0,2,0,0.0,0.40,0.00,0.00,,6.5,0,0,0,0.2,0.2,0.10,-0.2,-0.2,Matchs
862,Diego González\4ac7608e,es ESP,DF,Elche,es La Liga,26-330,1995,10.0,0,2,1,50.0,0.20,0.10,0.00,0.00,15.2,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matchs
863,Édgar González\49d028db,es ESP,DF,Betis,es La Liga,24-267,1997,10.8,0,3,1,33.3,0.28,0.09,0.00,0.00,7.0,0,0,0,0.3,0.3,0.11,-0.3,-0.3,Matchs
864,Nicolás González\2c56a792,es ESP,MT,Barcelona,es La Liga,19-355,2002,8.3,2,16,3,18.8,1.92,0.36,0.13,0.67,20.0,0,0,0,1.3,1.3,0.08,+0.7,+0.7,Matchs
865,Nicolás González\2374aaca,ar ARG,ATMT,Fiorentina,it Serie A,23-262,1998,10.2,2,23,6,26.1,2.25,0.59,0.09,0.33,14.4,0,0,0,3.0,3.0,0.13,-1.0,-1.0,Matchs
866,Peter González\1ccd3dae,do DOM,AT,Real Madrid,es La Liga,19-152,2002,0.1,0,1,1,100.0,18.00,18.00,0.00,0.00,33.5,0,0,0,0.2,0.2,0.20,-0.2,-0.2,Matchs
867,Roberto González\56545648,es ESP,ATMT,Betis,es La Liga,20-352,2001,1.5,0,2,0,0.0,1.33,0.00,0.00,,16.8,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matchs
868,Charlie Goode\7aee4dd3,eng ENG,DF,Brentford,eng Premier League,26-143,1995,5.0,0,2,0,0.0,0.40,0.00,0.00,,10.5,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matchs
869,Anthony Gordon\2bd83368,eng ENG,MTAT,Everton,eng Premier League,20-303,2001,7.8,0,11,3,27.3,1.41,0.39,0.00,0.00,13.8,0,0,0,1.2,1.2,0.10,-1.2,-1.2,Matchs
870,Leon Goretzka\cc86b9a3,de GER,MT,Bayern Munich,de Bundesliga,26-321,1995,9.9,2,31,7,22.6,3.12,0.71,0.06,0.29,17.8,0,0,0,2.9,2.9,0.09,-0.9,-0.9,Matchs
871,Gori\f3451c66,es ESP,MT,Espanyol,es La Liga,19-223,2002,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matchs
872,Andoni Gorosabel\6f5f82c0,es ESP,DF,Real Sociedad,es La Liga,25-142,1996,11.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matchs
873,Robin Gosens\2d970560,de GER,DF,Atalanta,it Serie A,27-172,1994,5.1,1,15,4,26.7,2.93,0.78,0.07,0.25,12.7,0,0,0,1.5,1.5,0.10,-0.5,-0.5,Matchs
874,Dan Gosling\7fec31a0,eng ENG,MT,Watford,eng Premier League,31-326,1990,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matchs
875,Amine Gouiri\aad56ca3,fr FRA,ATMT,Nice,fr Ligue 1,21-311,2000,16.0,8,35,20,57.1,2.18,1.25,0.17,0.30,17.1,2,2,4,8.9,5.9,0.17,-0.9,+0.1,Matchs
